AuthoritativeLabel,Predicate,Subject ARK,Sample Object,Object Counts
"Gruenewald, Karl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6349655m,http://library.ucsd.edu/dc/object/bb3516641f,1
"Neitzsche, Friedrich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb50527158,http://library.ucsd.edu/dc/object/bb74074572,1
"Godfrey, Percy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3755778r,http://library.ucsd.edu/dc/object/bb8670269f,1
"Strong, Templeton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb24929662,http://library.ucsd.edu/dc/object/bb2561002v,1
"Loeillet, Jacques",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1196029z,http://library.ucsd.edu/dc/object/bb53596566,2
"Tamez, Gerardo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9899178f,http://library.ucsd.edu/dc/object/bb8226579g,7
"Berg, Alban",dams:personalName,http://library.ucsd.edu/ark:/20775/bb86022374,http://library.ucsd.edu/dc/object/bb78178982,39
"Nemiroff, Isaac",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7305294c,http://library.ucsd.edu/dc/object/bb5086909j,3
"Rzewski, Frederic",dams:personalName,http://library.ucsd.edu/ark:/20775/bb60083559,http://library.ucsd.edu/dc/object/bb78519243,27
"Vigeland, Nils",dams:personalName,http://library.ucsd.edu/ark:/20775/bb47114174,http://library.ucsd.edu/dc/object/bb8124190t,1
"Tenney, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3448606q,http://library.ucsd.edu/dc/object/bb9115166t,15
"Wilson, Olly",dams:personalName,http://library.ucsd.edu/ark:/20775/bb21516699,http://library.ucsd.edu/dc/object/bb53596587,4
"Martinu, Bohuslav",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0854729v,http://library.ucsd.edu/dc/object/bb60772862,20
"Orff, Carl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9557877p,http://library.ucsd.edu/dc/object/bb4029492p,8
"Son, Yung Wha",dams:personalName,http://library.ucsd.edu/ark:/20775/bb82609359,http://library.ucsd.edu/dc/object/bb5906038h,9
"Musgrave, Thea",dams:personalName,http://library.ucsd.edu/ark:/20775/bb57011852,http://library.ucsd.edu/dc/object/bb6588631c,3
"Chance, Nancy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6963996r,http://library.ucsd.edu/dc/object/bb6383561m,1
"Barrios Mangoré, Agustín",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4404247h,http://library.ucsd.edu/dc/object/bb74083550,24
"Menotti, Gian Carlo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3107309z,http://library.ucsd.edu/dc/object/bb0957767b,13
"Pleskow, Raoul",dams:personalName,http://library.ucsd.edu/ark:/20775/bb18103694,http://library.ucsd.edu/dc/object/bb98306885,1
Sledge,dams:personalName,http://library.ucsd.edu/ark:/20775/bb05134260,http://library.ucsd.edu/dc/object/bb78852813,2
"Preacher, Carl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9216575b,http://library.ucsd.edu/dc/object/bb5939868x,2
"Wolfe, Lanny",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7919636d,http://library.ucsd.edu/dc/object/bb2390349s,1
"Wert, Giaches De",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5359886j,http://library.ucsd.edu/dc/object/bb87046881,3
"Farmer, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb66568257,http://library.ucsd.edu/dc/object/bb4404342c,6
"Fukushima, Kazuo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4062949r,http://library.ucsd.edu/dc/object/bb9899242b,4
"Tarrega, Francisco",dams:personalName,http://library.ucsd.edu/ark:/20775/bb27660097,http://library.ucsd.edu/dc/object/bb5872485t,28
"Grosskopf, Erhard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb38922962,http://library.ucsd.edu/dc/object/bb07862365,1
"Turina, Joaquin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb14690670,http://library.ucsd.edu/dc/object/bb4131877h,10
"Corea, Chick",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0172125m,http://library.ucsd.edu/dc/object/bb0241043w,7
"Brainin, Jerry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb88752764,http://library.ucsd.edu/dc/object/bb91480903,1
"Jones, Thad",dams:personalName,http://library.ucsd.edu/ark:/20775/bb76124661,http://library.ucsd.edu/dc/object/bb96259074,2
"Jarrett, Keith",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6315527z,http://library.ucsd.edu/dc/object/bb4063037m,3
"Matthews, Artie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb25953570,http://library.ucsd.edu/dc/object/bb19125298,3
"Adams, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1332546c,http://library.ucsd.edu/dc/object/bb0821143n,7
"Moten, Bennie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5018589s,http://library.ucsd.edu/dc/object/bb4711858c,4
"Strayhorn, Billy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3721647j,http://library.ucsd.edu/dc/object/bb48827328,6
"Clare, Alan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2424705x,http://library.ucsd.edu/dc/object/bb07179781,1
"Agustinovich, Vincent",dams:personalName,http://library.ucsd.edu/ark:/20775/bb11277646,http://library.ucsd.edu/dc/object/bb29705609,2
"Shostakovich, Dimitrii",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9830915k,http://library.ucsd.edu/dc/object/bb8772660r,6
"Arnold, Malcolm",dams:personalName,http://library.ucsd.edu/ark:/20775/bb85681064,http://library.ucsd.edu/dc/object/bb57354128,4
"Cordero, Roque",dams:personalName,http://library.ucsd.edu/ark:/20775/bb72711686,http://library.ucsd.edu/dc/object/bb7476037j,5
"Rosen, Jerome",dams:personalName,http://library.ucsd.edu/ark:/20775/bb59742298,http://library.ucsd.edu/dc/object/bb45755326,6
"Benjamin, Tom",dams:personalName,http://library.ucsd.edu/ark:/20775/bb46772892,http://library.ucsd.edu/dc/object/bb23220881,1
"Cervetti, Sergio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb33803465,http://library.ucsd.edu/dc/object/bb1128189g,2
"Grigsby, Beverly",dams:personalName,http://library.ucsd.edu/ark:/20775/bb20834052,http://library.ucsd.edu/dc/object/bb17418792,2
"Bowles, Garrett",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9523746g,http://library.ucsd.edu/dc/object/bb6929641c,1
"Paik, Nam June",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0035608t,http://library.ucsd.edu/dc/object/bb95917799,1
"Glasow, Glenn",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0786466h,http://library.ucsd.edu/dc/object/bb6247325n,4
"Burge, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8226807d,http://library.ucsd.edu/dc/object/bb8432239m,6
"Kayden, Mildred",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5632928h,http://library.ucsd.edu/dc/object/bb37214197,4
"Kam, Dennis",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6929869c,http://library.ucsd.edu/dc/object/bb5018361s,1
"Bland, William",dams:personalName,http://library.ucsd.edu/ark:/20775/bb43359868,http://library.ucsd.edu/dc/object/bb59740018,1
"Kuzell, Christopher",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1742107x,http://library.ucsd.edu/dc/object/bb8670268x,1
"Fletcher, Grant",dams:personalName,http://library.ucsd.edu/ark:/20775/bb30390453,http://library.ucsd.edu/dc/object/bb3823809q,1
"Swift, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0479295c,http://library.ucsd.edu/dc/object/bb3312153c,2
"Antoniou, Theodore",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7885509q,http://library.ucsd.edu/dc/object/bb9318737h,1
"Vega, Aurelio de la",dams:personalName,http://library.ucsd.edu/ark:/20775/bb91824474,http://library.ucsd.edu/dc/object/bb8226610c,3
"Perle, George",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6588567g,http://library.ucsd.edu/dc/object/bb0513860m,7
"Shultis, Stephen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb87387605,http://library.ucsd.edu/dc/object/bb1844267f,2
"Consoli, Marc Antonio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb52916253,http://library.ucsd.edu/dc/object/bb2868170k,1
"Odegard, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3994684h,http://library.ucsd.edu/dc/object/bb1571227c,1
"Locke, Matthew",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2697745f,http://library.ucsd.edu/dc/object/bb98648508/6,3
"Imhoff, Susan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7441818g,http://library.ucsd.edu/dc/object/bb75439780,1
"Nordenstrom, Gladys",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1434936v,http://library.ucsd.edu/dc/object/bb67589889,1
"Kavasch, Deborah",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0137998p,http://library.ucsd.edu/dc/object/bb16053610,10
"Prado, Almeida",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8841148g,http://library.ucsd.edu/dc/object/bb61105187,1
"Coard, Elizabeth",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7544207c,http://library.ucsd.edu/dc/object/bb8363097s,1
"Jones, David Evan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6247264m,http://library.ucsd.edu/dc/object/bb09227585,1
"Kondo, Jo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb61448767,http://library.ucsd.edu/dc/object/bb2254740q,6
"Graves, Mel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4950325x,http://library.ucsd.edu/dc/object/bb4745317g,9
"Chopin, Frederic",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3653387r,http://library.ucsd.edu/dc/object/bb3654054t,132
"Leclair, Jean-Marie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2390576k,http://library.ucsd.edu/dc/object/bb90801531,9
"Stone, Carl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb10936381,http://library.ucsd.edu/dc/object/bb2902605m,3
"Ingleby, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9796789j,http://library.ucsd.edu/dc/object/bb09918978,9
"Kuo, Yu-Chun",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8499847x,http://library.ucsd.edu/dc/object/bb0821246n,5
"Emery, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb72029053,http://library.ucsd.edu/dc/object/bb6963769z,3
"Lindberg, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb59059651,http://library.ucsd.edu/dc/object/bb3414252g,1
"Peters, Mitchell",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2049277j,http://library.ucsd.edu/dc/object/bb06155871,1
"Samuels, Dave",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0752338v,http://library.ucsd.edu/dc/object/bb8363095r,1
"Gottschalk, Louis Moreau",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9455486p,http://library.ucsd.edu/dc/object/bb0172795p,4
"Bang, Billy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4609027d,http://library.ucsd.edu/dc/object/bb5769219s,1
"Cytron, Warren",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3346215q,http://library.ucsd.edu/dc/object/bb0274286n,1
"Sanz, Gaspar",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8158545k,http://library.ucsd.edu/dc/object/bb6622771b,12
"Hertzog, Christian",dams:personalName,http://library.ucsd.edu/ark:/20775/bb39946830,http://library.ucsd.edu/dc/object/bb9660339c,23
"Francois, Jean-Charles",dams:personalName,http://library.ucsd.edu/ark:/20775/bb78855086,http://library.ucsd.edu/dc/object/bb4063606b,12
"Willey, Bob",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2697743d,http://library.ucsd.edu/dc/object/bb67592783,7
"Doering, Michael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb14008065,http://library.ucsd.edu/dc/object/bb4233304h,2
"Lyon, Eric",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0137996n,http://library.ucsd.edu/dc/object/bb7681156f,54
"Koonce, Paul",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8841147z,http://library.ucsd.edu/dc/object/bb8398120f,21
"Dobrian, Chris",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7544206v,http://library.ucsd.edu/dc/object/bb67938915,14
"Bloom, Victor",dams:personalName,http://library.ucsd.edu/ark:/20775/bb62472633,http://library.ucsd.edu/dc/object/bb3210239s,9
"Schoenberg, Arnold",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4950323w,http://library.ucsd.edu/dc/object/bb26645942,58
"Schwarz, Anne",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3653385q,http://library.ucsd.edu/dc/object/bb4677349k,7
"Payton, Leonard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2356448p,http://library.ucsd.edu/dc/object/bb94902516,6
"Deak, Jon",dams:personalName,http://library.ucsd.edu/ark:/20775/bb97967881,http://library.ucsd.edu/dc/object/bb7134739b,9
"Turetzky, Bertram",dams:personalName,http://library.ucsd.edu/ark:/20775/bb10936360,http://library.ucsd.edu/dc/object/bb14696995,32
"Martino, Donald",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7202904k,http://library.ucsd.edu/dc/object/bb4746179x,13
"Ward, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8499846d,http://library.ucsd.edu/dc/object/bb9729161b,12
"Childs, Barney",dams:personalName,http://library.ucsd.edu/ark:/20775/bb59059630,http://library.ucsd.edu/dc/object/bb5496834q,22
"Orbon, Julian",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6861606w,http://library.ucsd.edu/dc/object/bb39264927,4
"Scriabin, Aleksandr",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4609025c,http://library.ucsd.edu/dc/object/bb69987983,60
"Haydn, Joseph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2049275h,http://library.ucsd.edu/dc/object/bb0753012v,121
"Listz, Franz",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3312087f,http://library.ucsd.edu/dc/object/bb92507737,14
"Lauber, Joseph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0752337b,http://library.ucsd.edu/dc/object/bb80217343,2
"Ravel, Maurice",dams:personalName,http://library.ucsd.edu/ark:/20775/bb94554855,http://library.ucsd.edu/dc/object/bb3619923f,84
"Bach, Johann Sebastian",dams:personalName,http://library.ucsd.edu/ark:/20775/bb81585442,http://library.ucsd.edu/dc/object/bb7237722t,482
"Debussy, Claude",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6861604v,http://library.ucsd.edu/dc/object/bb7271838w,165
"Stamitz, Karl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5564666p,http://library.ucsd.edu/dc/object/bb9490063t,6
"Giuliani, Mauro",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3004917h,http://library.ucsd.edu/dc/object/bb84322320,29
"Rachmaninoff, Sergei",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4301854j,http://library.ucsd.edu/dc/object/bb07871343,56
"Scott, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1707978z,http://library.ucsd.edu/dc/object/bb5393723p,4
"Barber, Samuel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7817245d,http://library.ucsd.edu/dc/object/bb9080715t,52
"Zamboni, Giovanni",dams:personalName,http://library.ucsd.edu/ark:/20775/bb04110371,http://library.ucsd.edu/dc/object/bb47111901,4
"Globokar, Vinko",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5598795v,http://library.ucsd.edu/dc/object/bb8329861s,54
"Bellini, Vincenzo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9114185v,http://library.ucsd.edu/dc/object/bb1537978d,11
"Krenek, Ernst",dams:personalName,http://library.ucsd.edu/ark:/20775/bb65203073,http://library.ucsd.edu/dc/object/bb1640349m,50
"Dramm, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb52574941,http://library.ucsd.edu/dc/object/bb0479387c,15
"Bartok, Bela",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3960556v,http://library.ucsd.edu/dc/object/bb72035800,118
"Hindemith, Paul",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2663619t,http://library.ucsd.edu/dc/object/bb0002161g,51
"Boone, Charles",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1366677k,http://library.ucsd.edu/dc/object/bb0445828f,4
"Lifchitz, Max",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0069736g,http://library.ucsd.edu/dc/object/bb53595955,1
"Tower, Joan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb87728856,http://library.ucsd.edu/dc/object/bb5769523h,5
"Brahms, Johannes",dams:personalName,http://library.ucsd.edu/ark:/20775/bb74759485,http://library.ucsd.edu/dc/object/bb72718407,269
"Foss, Lukas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6213136z,http://library.ucsd.edu/dc/object/bb0377577m,12
"Harrison, Lou",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4916198x,http://library.ucsd.edu/dc/object/bb3210130p,16
"Ives, Charles",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3619259v,http://library.ucsd.edu/dc/object/bb4370787b,122
"Cowell, Henry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2322316z,http://library.ucsd.edu/dc/object/bb5462824f,37
"Mumma, Gordon",dams:personalName,http://library.ucsd.edu/ark:/20775/bb10253757,http://library.ucsd.edu/dc/object/bb1060148w,8
"Garland, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9728525v,http://library.ucsd.edu/dc/object/bb09234325,5
"Penney, Christopher",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8431587x,http://library.ucsd.edu/dc/object/bb0308418j,7
"Vernallis, Carol",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5871838b,http://library.ucsd.edu/dc/object/bb7407746d,4
"Nancarrow, Conlon",dams:personalName,http://library.ucsd.edu/ark:/20775/bb71687750,http://library.ucsd.edu/dc/object/bb99674984,9
"Baca-Lobera, Ignacio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb45748984,http://library.ucsd.edu/dc/object/bb1435613d,15
"Wallin, Rolf",dams:personalName,http://library.ucsd.edu/ark:/20775/bb32779571,http://library.ucsd.edu/dc/object/bb55985661,3
"Polansky, Larry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1981015q,http://library.ucsd.edu/dc/object/bb42333690,2
"Wyttenbach, Jurg",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4301856k,http://library.ucsd.edu/dc/object/bb24586477,2
"Stockhausen, Karlheinz",dams:personalName,http://library.ucsd.edu/ark:/20775/bb06840761,http://library.ucsd.edu/dc/object/bb3961241v,51
"Mendelssohn, Felix",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9387228j,http://library.ucsd.edu/dc/object/bb5565340p,39
"Beethoven, Ludwig van",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8124416d,http://library.ucsd.edu/dc/object/bb2015821x,301
"MacDowell, Edward",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6827479w,http://library.ucsd.edu/dc/object/bb39261362,7
"Lockett, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3004919j,http://library.ucsd.edu/dc/object/bb63835603,2
"Powell, Mel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5530539j,http://library.ucsd.edu/dc/object/bb1674506t,11
"Nogard, Per",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4233596s,http://library.ucsd.edu/dc/object/bb65200156,1
"Ponce, Manuel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2936655t,http://library.ucsd.edu/dc/object/bb87053045,7
"Sor, Fernando",dams:personalName,http://library.ucsd.edu/ark:/20775/bb16397157,http://library.ucsd.edu/dc/object/bb45073194,29
"Carter, Elliott",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0342778t,http://library.ucsd.edu/dc/object/bb4268399n,68
"Ivanov-Kramskoi, Aleksandr",dams:personalName,http://library.ucsd.edu/ark:/20775/bb90800564,http://library.ucsd.edu/dc/object/bb54961133,2
"Nemerovsky, Aleksandr",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7783118q,http://library.ucsd.edu/dc/object/bb26291939,1
"Sherbourne, Janet",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9114186c,http://library.ucsd.edu/dc/object/bb92846099,1
"Reynolds, Roger",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5189236w,http://library.ucsd.edu/dc/object/bb3381030n,70
